Date,Symbol,Window_Days,Window_Type,Volatility,Volatility_Pct,VaR_95,VaR_95_Pct,VaR_99,VaR_99_Pct,Skewness,Kurtosis,Excess_Kurtosis,Max_Drawdown,Max_Drawdown_Pct,Year,Month,Quarter,Risk_Level
2023-10-31,AAPL,30,30-Day,0.1723106673255833,17.231066732558332,-0.021865626979232427,-2.1865626979232426,-0.02425539014003486,-2.425539014003486,-0.555495572501132,-0.47750642078166505,-3.477506420781665,-0.07647609786210693,-7.647609786210693,2023,10,Q4,Low
2023-11-01,AAPL,30,30-Day,0.17129590585579313,17.12959058557931,-0.021865626979232427,-2.1865626979232426,-0.02425539014003486,-2.425539014003486,-0.542690390919358,-0.4452105861407305,-3.4452105861407305,-0.07647609786210686,-7.647609786210687,2023,11,Q4,Low
2023-11-02,AAPL,30,30-Day,0.17178987383614974,17.178987383614974,-0.019486126773310696,-1.9486126773310697,-0.02425539014003486,-2.425539014003486,-0.49721564308609917,-0.14963424225800281,-3.149634242258003,-0.07647609786210692,-7.647609786210692,2023,11,Q4,Low
2023-11-03,AAPL,30,30-Day,0.18003460505335306,18.003460505335305,-0.019486126773310696,-1.9486126773310697,-0.02425539014003486,-2.425539014003486,-0.4636588037173375,-0.08805349971133625,-3.0880534997113362,-0.07647609786210689,-7.6476097862106895,2023,11,Q4,Low
2023-11-06,AAPL,30,30-Day,0.18037762562371162,18.037762562371164,-0.019486126773310696,-1.9486126773310697,-0.02425539014003486,-2.425539014003486,-0.3726274247303876,-0.16767732106268074,-3.1676773210626807,-0.07647609786210688,-7.647609786210688,2023,11,Q4,Low
2023-11-07,AAPL,30,30-Day,0.1839812887384383,18.39812887384383,-0.019486126773310696,-1.9486126773310697,-0.02425539014003486,-2.425539014003486,-0.3581709522573624,-0.2880308498749673,-3.2880308498749673,-0.07647609786210689,-7.6476097862106895,2023,11,Q4,Low
2023-11-08,AAPL,30,30-Day,0.17337699989388147,17.33769998938815,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.3318381651798099,-0.2836351308709597,-3.2836351308709597,-0.07647609786210685,-7.647609786210685,2023,11,Q4,Low
2023-11-09,AAPL,30,30-Day,0.17063590155594818,17.063590155594817,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.4560482845643235,-0.04483238301085324,-3.0448323830108532,-0.0764760978621067,-7.64760978621067,2023,11,Q4,Low
2023-11-10,AAPL,30,30-Day,0.17124575565347747,17.124575565347747,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.41370981795231976,-0.11505057519443485,-3.115050575194435,-0.07647609786210688,-7.647609786210688,2023,11,Q4,Low
2023-11-13,AAPL,30,30-Day,0.18170060154392625,18.170060154392626,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.30893286116985924,-0.2613493160385074,-3.2613493160385074,-0.07647609786210673,-7.647609786210673,2023,11,Q4,Low
2023-11-14,AAPL,30,30-Day,0.18105932586115264,18.105932586115266,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.17189088006857478,-0.3120113263525681,-3.312011326352568,-0.07647609786210659,-7.6476097862106585,2023,11,Q4,Low
2023-11-15,AAPL,30,30-Day,0.18182642963351853,18.182642963351853,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.30843705883744355,-0.2730449304249696,-3.2730449304249696,-0.07647609786210682,-7.647609786210682,2023,11,Q4,Low
2023-11-16,AAPL,30,30-Day,0.1813472291677305,18.13472291677305,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.2729847360298311,-0.2582254388937484,-3.2582254388937484,-0.07647609786210685,-7.647609786210685,2023,11,Q4,Low
2023-11-17,AAPL,30,30-Day,0.18181783080264774,18.181783080264776,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.2841712257978403,-0.2803003990080404,-3.2803003990080404,-0.07647609786210668,-7.647609786210668,2023,11,Q4,Low
2023-11-20,AAPL,30,30-Day,0.17841225910647684,17.841225910647683,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.20389922301143767,-0.1494099888240048,-3.149409988824005,-0.07647609786210677,-7.647609786210677,2023,11,Q4,Low
2023-11-21,AAPL,30,30-Day,0.17867506931491584,17.867506931491583,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.20812026746851162,-0.16336960505753106,-3.163369605057531,-0.0764760978621067,-7.64760978621067,2023,11,Q4,Low
2023-11-22,AAPL,30,30-Day,0.17893679422257952,17.893679422257954,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.20142504202428332,-0.1822009131148068,-3.182200913114807,-0.07647609786210675,-7.647609786210675,2023,11,Q4,Low
2023-11-24,AAPL,30,30-Day,0.17819754306886673,17.819754306886672,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.16654234134202128,-0.1433312628219916,-3.1433312628219916,-0.07647609786210671,-7.647609786210671,2023,11,Q4,Low
2023-11-27,AAPL,30,30-Day,0.17992238626285614,17.992238626285616,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.067929113809601,-0.266350217648073,-3.266350217648073,-0.06687170216364166,-6.687170216364166,2023,11,Q4,Low
2023-11-28,AAPL,30,30-Day,0.17648233727437382,17.648233727437383,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.11537770140265875,-0.06946954778170955,-3.0694695477817096,-0.06619287225440375,-6.619287225440375,2023,11,Q4,Low
2023-11-29,AAPL,30,30-Day,0.17630629580357807,17.630629580357805,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.15310636786875714,-0.04928359529534809,-3.049283595295348,-0.05791683946404515,-5.791683946404515,2023,11,Q4,Low
2023-11-30,AAPL,30,30-Day,0.1747407281497479,17.47407281497479,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.16551772346686888,0.04459799714456425,-2.9554020028554358,-0.05089847854070291,-5.089847854070291,2023,11,Q4,Low
2023-12-01,AAPL,30,30-Day,0.17229567576731966,17.229567576731966,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.24936107724155035,0.24253887581481504,-2.757461124185185,-0.048843068691042775,-4.884306869104278,2023,12,Q4,Low
2023-12-04,AAPL,30,30-Day,0.1720647637208208,17.20647637208208,-0.014158646113659624,-1.4158646113659623,-0.02173406893755966,-2.173406893755966,-0.3335761220890693,0.29757293979489985,-2.7024270602051,-0.03776513242484717,-3.776513242484717,2023,12,Q4,Low
2023-12-05,AAPL,30,30-Day,0.16800883495920027,16.800883495920026,-0.01167959032651914,-1.167959032651914,-0.021382418426587547,-2.1382418426587546,-0.2991439873914503,0.4327980934053235,-2.5672019065946765,-0.03776513242484723,-3.7765132424847225,2023,12,Q4,Low
2023-12-06,AAPL,30,30-Day,0.1756208352821226,17.56208352821226,-0.01167959032651914,-1.167959032651914,-0.021382418426587547,-2.1382418426587546,-0.3021930814076312,0.16926257454796767,-2.8307374254520323,-0.037765132424847254,-3.7765132424847256,2023,12,Q4,Low
